llm_name,gold_epu,n_rows,single_focus_acc,single_focus_json_valid_rate,single_focus_excerpt_in_target_rate,single_focus_aux_mean,multi_focus_epu_first_acc,multi_focus_epu_first_json_valid_rate,multi_focus_epu_first_excerpt_in_target_rate,multi_focus_epu_first_aux_mean,multi_focus_epu_last_acc,multi_focus_epu_last_json_valid_rate,multi_focus_epu_last_excerpt_in_target_rate,multi_focus_epu_last_aux_mean,single_to_last_drop_pp,single_to_last_mcnemar_p,single_to_last_flip_rate,single_to_last_shift_level
google/gemini-2.5-flash,1,300,0.6633333333333333,0.9966666666666667,0.7433333333333333,0.0,0.6833333333333333,0.99,0.7333333333333333,0.49666666666666665,0.71,1.0,0.6966666666666667,0.604,-0.046666666666666634,0.009355306625366211,0.08361204013377926,mixed / borderline
google/gemini-2.5-flash,0,300,0.6633333333333333,0.9966666666666667,0.7666666666666667,0.0,0.64,0.9933333333333333,0.7966666666666666,0.33,0.6,1.0,0.7966666666666666,0.574,0.06333333333333335,0.007942726509483574,0.15384615384615385,moderate focus-shift failure
