llm_name,gold_epu,n_rows,easy_joint_acc,easy_retrieval_rate,easy_epu_acc_only,medium_joint_acc,medium_retrieval_rate,medium_epu_acc_only,hard_joint_acc,hard_retrieval_rate,hard_epu_acc_only,very_hard_joint_acc,very_hard_retrieval_rate,very_hard_epu_acc_only,easy_to_very_hard_drop_pp,easy_to_very_hard_mcnemar_p,easy_to_very_hard_flip_rate,easy_to_very_hard_buried_failure_level
deepseek-ai/deepseek-v3.2,0,300,0.8566666666666667,1.0,0.8566666666666667,0.8266666666666667,1.0,0.8266666666666667,0.72,0.93,0.78,0.7,0.93,0.7533333333333333,0.15666666666666673,2.049245302203524e-09,0.07,moderate buried-information failure
deepseek-ai/deepseek-v3.2,1,300,0.4533333333333333,0.9933333333333333,0.4533333333333333,0.4266666666666667,0.9966666666666667,0.43,0.46,0.9333333333333333,0.49333333333333335,0.46,0.9266666666666666,0.49666666666666665,-0.00666666666666671,0.9006532462520334,0.07333333333333333,mixed / borderline
