llm_name,gold_epu,n_rows,single_focus_acc,single_focus_json_valid_rate,single_focus_excerpt_in_target_rate,single_focus_aux_mean,multi_focus_epu_first_acc,multi_focus_epu_first_json_valid_rate,multi_focus_epu_first_excerpt_in_target_rate,multi_focus_epu_first_aux_mean,multi_focus_epu_last_acc,multi_focus_epu_last_json_valid_rate,multi_focus_epu_last_excerpt_in_target_rate,multi_focus_epu_last_aux_mean,single_to_last_drop_pp,single_to_last_mcnemar_p,single_to_last_flip_rate,single_to_last_shift_level
anthropic/claude-sonnet-4-6@default,1,300,0.5533333333333333,0.9966666666666667,0.4,0.0,0.6533333333333333,1.0,0.44333333333333336,0.5339999999999999,0.6366666666666667,1.0,0.42333333333333334,0.49666666666666665,-0.08333333333333337,4.172325134277344e-07,0.0903010033444816,mixed / borderline
anthropic/claude-sonnet-4-6@default,0,300,0.7433333333333333,0.9966666666666667,0.49333333333333335,0.0,0.66,1.0,0.5066666666666667,0.4,0.69,1.0,0.47,0.3433333333333333,0.053333333333333344,0.0004024505615234375,0.06354515050167224,moderate focus-shift failure
