llm_name,gold_epu,n_rows,easy_joint_acc,easy_retrieval_rate,easy_epu_acc_only,medium_joint_acc,medium_retrieval_rate,medium_epu_acc_only,hard_joint_acc,hard_retrieval_rate,hard_epu_acc_only,very_hard_joint_acc,very_hard_retrieval_rate,very_hard_epu_acc_only,easy_to_very_hard_drop_pp,easy_to_very_hard_mcnemar_p,easy_to_very_hard_flip_rate,easy_to_very_hard_buried_failure_level
openai/gpt-5.4-2026-03-05,0,300,0.8633333333333333,1.0,0.8633333333333333,0.8766666666666667,1.0,0.8766666666666667,0.8133333333333334,0.9533333333333334,0.8566666666666667,0.81,0.9533333333333334,0.8533333333333334,0.05333333333333323,0.0037191659212112427,0.04666666666666667,mixed / borderline
openai/gpt-5.4-2026-03-05,1,300,0.38333333333333336,1.0,0.38333333333333336,0.41,1.0,0.41,0.38333333333333336,0.9666666666666667,0.38333333333333336,0.41,0.98,0.41333333333333333,-0.026666666666666616,0.21532714972272515,0.02,little buried-information failure
