llm_name,condition,group_name,group_value,n_rows,accuracy,accuracy_sd,valid_prediction_rate,parse_fail_rate,mean_confidence,excerpt_in_target_rate,fp_rate_among_gold0,fn_rate_among_gold1,mean_total_chars,mean_prompt_chars,mean_prompt_tokens
deepseek-ai/deepseek-v3.2,short,filler_family,civic_notices,99,0.6161616161616161,0.48879424132080546,1.0,0.0,0.8473737373737376,0.5050505050505051,0.23214285714285715,0.5813953488372093,3000.0,4105.989898989899,1027.0
deepseek-ai/deepseek-v3.2,short,filler_family,transit_summaries,95,0.6736842105263158,0.4713517289748865,1.0,0.0,0.8801052631578947,0.5789473684210527,0.2127659574468085,0.4375,3000.0,4105.094736842106,1026.9894736842105
deepseek-ai/deepseek-v3.2,short,filler_family,catalog_metadata,107,0.5794392523364486,0.4959721381700238,1.0,0.0,0.8532710280373832,0.5981308411214953,0.21153846153846154,0.6181818181818182,3000.0,4105.981308411215,1027.0
deepseek-ai/deepseek-v3.2,short,filler_family,encyclopedia_neutral,103,0.6504854368932039,0.47914830206739945,1.0,0.0,0.8657281553398058,0.5922330097087378,0.23404255319148937,0.44642857142857145,3000.0,4105.941747572816,1026.9805825242718
deepseek-ai/deepseek-v3.2,short,filler_family,archive_boilerplate,96,0.625,0.4866642633922876,1.0,0.0,0.8472916666666667,0.53125,0.14583333333333334,0.6041666666666666,3000.0,4105.96875,1027.0
deepseek-ai/deepseek-v3.2,medium,filler_family,civic_notices,99,0.6060606060606061,0.4911083221088061,1.0,0.0,0.8626262626262626,0.5454545454545454,0.35714285714285715,0.4418604651162791,7000.0,8105.181818181818,2026.989898989899
deepseek-ai/deepseek-v3.2,medium,filler_family,transit_summaries,95,0.7157894736842105,0.4534303740855228,1.0,0.0,0.8653684210526317,0.7263157894736842,0.19148936170212766,0.375,7000.0,8105.989473684211,2027.0
deepseek-ai/deepseek-v3.2,medium,filler_family,catalog_metadata,107,0.5794392523364486,0.4959721381700238,0.9906542056074766,0.009345794392523364,0.8314953271028037,0.5700934579439252,0.28846153846153844,0.5272727272727272,7000.0,8105.953271028037,2026.981308411215
deepseek-ai/deepseek-v3.2,medium,filler_family,encyclopedia_neutral,103,0.6407766990291263,0.48211887176355733,1.0,0.0,0.8737864077669902,0.6019417475728155,0.23404255319148937,0.4642857142857143,7000.0,8105.961165048544,2026.9805825242718
deepseek-ai/deepseek-v3.2,medium,filler_family,archive_boilerplate,96,0.6145833333333334,0.48924843902430526,1.0,0.0,0.8597916666666667,0.59375,0.22916666666666666,0.5416666666666666,7000.0,8105.958333333333,2026.9895833333333
deepseek-ai/deepseek-v3.2,long,filler_family,civic_notices,99,0.6565656565656566,0.4772715002291065,1.0,0.0,0.868181818181818,0.5858585858585859,0.30357142857142855,0.3953488372093023,13000.0,14105.9898989899,3527.0
deepseek-ai/deepseek-v3.2,long,filler_family,transit_summaries,95,0.7473684210526316,0.4368265893978149,1.0,0.0,0.8750526315789474,0.6105263157894737,0.19148936170212766,0.3125,13000.0,14105.98947368421,3527.0
deepseek-ai/deepseek-v3.2,long,filler_family,catalog_metadata,107,0.5514018691588785,0.4996913171642104,1.0,0.0,0.861588785046729,0.6074766355140186,0.3269230769230769,0.5636363636363636,13000.0,14105.158878504673,3527.0
deepseek-ai/deepseek-v3.2,long,filler_family,encyclopedia_neutral,103,0.6893203883495146,0.4650348123926882,1.0,0.0,0.8628155339805825,0.5145631067961165,0.19148936170212766,0.4107142857142857,13000.0,14106.0,3527.0
deepseek-ai/deepseek-v3.2,long,filler_family,archive_boilerplate,96,0.65625,0.4774521193960599,1.0,0.0,0.8529166666666667,0.5625,0.22916666666666666,0.4583333333333333,13000.0,14105.979166666666,3527.0
